TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
N14325,,,Evans 18146; Evans 17961,Free,"Reckitt, William, 1706-1769.; Wagstaffe, Thomas, 1724-1802, ed.; Gough, John, 1721-1791, ed.; Gough, James, 1712-1780. Memoirs of the life, religious experiences, and labors in the Gospel of James Gough.",1783,"Some account of the life and Gospel labors, of William Reckitt, late of Lincolnshire in Great Britain. Also, memoirs of the life, religious experiences, and Gospel labors, of James Gough, late of Dublin, deceased.","Reckitt, William, 1706-1769.; Gough, James, 1712-1780.; Quakers -- Biography; Memoirs.",371
N14336,,,Evans 18158,Free,"Richardson, John, 1667-1753.",1783,"An account of the life of that ancient servant of Jesus Christ, John Richardson, giving a relation of many of his trials and exercises in his youth, and his services in the work of the ministry, in England, Ireland, America, &c. : [Three lines from Luke]","Richardson, John, 1667-1753.; Quakers -- Biography; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",244
N14342,,,Evans 18167,Free,"Robin, abbe, 1750-1794.; Freneau, Philip Morin, 1752-1832, tr.; Berkeley, George, 1685-1753. Verses on the prospect of planting arts and learning in America.",1783,"New travels through North America: in a series of letters; exhibiting, the history of the victorious campaign of the allied armies, under His Excellency General Washington, and the Count de Rochambeau, in the year 1781. : Interspersed woth political, and philosophical observations, upon the genius, temper, and customs of the Americans; also narrations of the capture of General Burgoyne, and Lord Cornwallis, with their armies; and a variety of interesting particulars, which occurred, in the course, of the war in America. / Translated from the original of the Abbe Robin, one of the chaplains to the French army in America. ; [Six lines from Young]","United States -- Description and travel -- Early works to 1800; United States -- History -- Revolution, 1775-1783 -- Personal narratives.; United States -- History -- Revolution, 1775-1783 -- French participation.; United States -- History -- Revolution, 1775-1783 -- Campaigns and battles.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.; Poems -- 1783.",113
N14352,,,Evans 18182,Free,Ethiopian.,1783,A sermon on the evacuation of Charlestown. By an Ethiopian.,"Charleston (S.C.) -- History -- Revolution, 1775-1783.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Sermons.",15
N14361,,,Evans 18195,Free,"Spring, Samuel, 1746-1819.",1783,"Three sermons to little children. On the nature and beauty of the dutiful temper. (Published by desire.) / By Samuel Spring, A.M. Pastor of the North Church, in Newbury-Port.",Duty -- Juvenile literature.; Moral education.; Religious education of children.; Children's sermons.; Prayers.; Juvenile literature -- 1783.,72
N14363,,,Evans 18198,Free,"Styles, Ezra, 1727-1795.; Connecticut. General Assembly.",1783,"The United States elevated to glory and honor. A sermon, preached before His Excellency Jonathan Trumbull, Esquire L.L.D, governor and commander in chief, and the Honorable the General Assembly of the state of Connecticut, convened at Hartford, at the anniversary election, May 8th, 1783. / By Ezra Styles, D.D. president of Yale-College.","United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Election sermons -- Connecticut -- 1783.",99
N14368,,,Evans 18203,Free,"Tappan, David, 1752-1803.",1783,"A discourse delivered at the Third Parish in Newbury, on the first of May, 1783, occasioned by the ratification of a treaty of peace, between Great Britain, and the United States of America. / By David Tappan, A.M. Pastor of the church in said parish.","Great Britain. -- Treaties, etc. -- United States, 1783 Sept. 3.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.; Sermons -- 1783.; Hymns.",17
N14372,,,Evans 18207,Free,"Thacher, Peter, 1752-1802.",1783,"That the punishment of the finally impenitent shall be eternal; or, That all men shall not be saved, attempted to be proved and illustrated in three sermons, preached at Malden, October, 1782. / By Peter Thacher, A.M. Pastor of the First Church of Christ in that town. ; [Four lines in Latin from Virgil]",Salvation.; Future punishment.; Sermons -- 1782.,50
N14378,,,Evans 18214,Free,"Townsend, Shippie, 1722-1798.",1783,"A practical essay, designed for general use, in three parts. Part I. Addressed to husbands and wives: being an answer to the two following inquiries. 1st. What is the most obvious meaning of the word church in the New Testament? 2d. How does marriage convey, as in a mystery [sic], the union of Christ and the church? Improved to illustrate the honorable relation, endeared affection, and mutual duties of husbands and wives. With a song on marriage. To which is added an appendix, with some thoughts on education. Part II. Addressed to parents: being some thoughts on education. Part III. An inquiry concerning the case of children, with an exhortation to them. / By Shippie Townsend. ; [Four lines from Titus]",Marriage.; Religious education of children.; Hymns.; Songs.,60
N14379,,,Evans 18215,Free,"Townsend, Shippie, 1722-1798.",1783,"Some remarks, on a pamphlet entitled, All men will not be saved for ever: wrote by Samuel Mather, Pastor of a church in American Boston: in answer to one entitled, Salvation for all men: in which there is an endeavor to clear several passages of Scripture, which appear very much darkened by the writer, and the several authors referred to in that performance: by comparing Scripture with Scripture, or attending to the Scripture as its own interpreter. : Addressed to Mr. Mather: : together, with some remarks on the insidious pamphlet, (so called, by him.) To which is annexed, four inferences from the above remarks. / By Shippie Townsend, of said Boston. ; [Ten lines of Scripture texts]","Mather, Samuel, 1706-1785. -- All men will not be saved forever.; Salvation.; Universalism.",32
N14408,,,Evans 18252,Free,"Great Britain.; United States. Treaties, etc. Great Britain, 1783 Sept. 3.",1783,"New York, November 26. Last Sunday night arrived ... The definitive treaty, between Great Britain and the United States of America, signed at Paris the 3d day of September, 1783.; Treaties, etc. United States, 1783 Sept. 3","Great Britain -- Foreign relations -- United States.; Great Britain -- Foreign relations -- 1760-1789.; United States -- Foreign relations -- Great Britain.; United States -- Foreign relations -- Revolution, 1775-1783.; United States -- Foreign relations -- 1783-1815.; United States -- History -- Revolution, 1775-1783 -- Diplomacy.; Broadsides.; Treaties.",2
N14414,,,Evans 18259,Free,"Washington, George, 1732-1799.",1783,"The last official address, of His Excellency General Washington, to the legislatures of the United States. To which is annexed, a collection of papers relative to half-pay, and commutation of half-pay, granted by Congress to the officers of the army.; Circular letter addressed to the governors","Military pensions -- United States -- Revolution, 1775-1783.",49
N14416,,,Evans 18261; Evans 20764,Free,"Washington, George, 1732-1799.",1783,"A circular letter, from His Excellency George Washington, commander in chief of the armies of the United States of America; addressed to the governors of the several states, on his resigning the command of the army, and retiring from public business.; Circular letter addressed to the governors",Advertisements -- Printing.,53
N14428,,,Evans 18273,Free,"Van Campen, Moses, 1757-1849.",1780,"A narrative of the capture of certain Americans, at Westmorland, by savages; and the perilous escape which they effected, by surprising specimens of policy and heroism. To which is subjoined, some account of the religion, government, customs and manners of the aborigines of North America.","Van Campen, Moses, 1757-1849.; Indian captivities; Indians of North America -- Social life and customs.; Captivity narratives.",26
N14437,,,Evans 18292,Free,"Warren, John, 1753-1815.",1783,"An oration, delivered July 4th, 1783, at the request of the inhabitants of the town of Boston; in celebration of the anniversary of American independence. / By Doctor John Warren. ; [Two lines in Latin from Horace]",Fourth of July orations -- 1783.,32
N14445,,,Evans 18302,Free,"Welsh, Thomas, 1754-1831.",1783,"An oration, delivered March 5th, 1783. At the request of the inhabitants of the town of Boston; to commemorate the bloody tragedy of the fifth of March, 1770. / By Doctor Thomas Welsh. ; [Two lines in Latin from Virgil]","Boston Massacre, 1770 -- Anniversaries, etc.; United States -- History -- Revolution, 1775-1783 -- Addresses, sermons, etc.",18
N14453,,,Evans 18310,Free,"West, Benjamin, 1730-1813.",1783,"Scriptural cautions against embracing a religious scheme, taught by a number of Europeans, who came from England to America, in the year 1776, and style themselves the church, &c. &c. / By Benjamin West, who has been deluded by them, to the great injury of himself and family. ; [Six lines from II. Thessalonians]",Shakers.,15
N14456,,,Evans 18314,Free,"Winchester, Elhanan, 1751-1797.",1783,The Gospel of Christ no cause of shame: demonstrated in two discourses on the subject. / By Elhanan Winchester. ; [Two lines of Scripture text],Christianity -- Early works to 1800; Sermons -- 1783.,140
N14462,,,Evans 18320,Free,"Smith, Melancton, 1744-1798.",1784,"An Address from the committee appointed at Mrs. Vandewater's on the 13th day of September, 1784. To the people of the state of New York.","Rutgers, Elizabeth.; Waddington, Joshua.; New York (State). -- Act for granting more effectual relief in cases of certain trespasses.; Trespass -- New York (State).; Trials (Trespass) -- New York (State).; United States -- History -- Revolution, 1775-1783 -- Claims.",17
N14465,,,Evans 18324,Free,,1784,"The American bloody register: containing a true and complete history of the lives, last words, and dying confessions of three of the most noted criminals that have ever made their exit from a stage in America, viz. Richard Barrick and John Sullivan, high way robbers. Together with the dying confession of Alexander White, a murderer and pirate, who were executed at Cambridge, (New England) on Thursday, November 18, 1784. : [Two lines of quotation]","Barrick, Richard, 1763-1784.; Sullivan, John, 1766-1784.; White, Alexander, 1762-1784.; Criminals -- United States.; Brigands and robbers -- United States.; Pirates.; Murder -- United States.; Executions and executioners -- Massachusetts -- Cambridge.; Crime -- United States.; Booksellers' advertisements -- Massachusetts -- Boston.",31
N14473,,,Evans 15240; Evans 18336; Evans 30011,Free,"Backus, Isaac, 1724-1806.; Backus, Isaac, 1724-1806. Church history of New England.",1796,"A history of New England, with particular reference to the denomination of Christians called Baptists. Containing the first principles and settlements of the country; the rise and increase of the Baptist churches therein; the intrusion of arbitrary power under the cloak of religion; the Christian testimonies of the Baptists and others against the same, with their sufferings under it, from the beginning [sic] to the present time. : Collected from most authentic records and writings, both ancient and modern. / By Isaac Backus, Pastor of the First Baptist Church in Middleborough. ; Vol. I[-III]. ; [Four lines of quotations]; History of New England",Baptists -- History.; Baptists -- New England -- History.; New England -- Church history.; Booksellers' advertisements -- Massachusetts -- Boston.,448
N14479,,,Evans 18344,Free,"Belknap, Jeremy, 1744-1798.",1784,"The history of New Hampshire. : Volume I. Comprehending the events of one complete century from the discovery of the River Pascataqua. / By Jeremy Belknap, A.M. Member of the American Philosophical Society Held at Philadelphia for Promoting Useful Knowledge. ; [Four lines in Latin from Ovid]",New Hampshire -- History.; New Hampshire -- Description and travel.,453
